"","Exp_Year","Sample_Year","Location","Species","Materials","Group","Treatment","Sample_ID","Sample_Dup","FTIR_Dup","3324","2924","2856","1740","1636","1556","1516","1440","1376","1324","1268","1036","996","832"
"19","2025","2025","GH","Pmu","cul","B","CON","20","1","1","0.810028245783919","2.5483618572912","1.34601069693572","-0.0960483635347293","1.2729156416167","-0.233919240263695","0.196289664001477","1.1663284648296","0.855114915764662","1.12503345696429","1.3002633573921","3.24288956736548","3.13533766179153","0.236311184515391"
"20","2025","2025","GH","Pmu","cul","B","CON","20","1","2","0.869420323524498","2.49088915856869","1.30474786033038","-0.0834142462921034","1.34791330229087","0.218191985898573","0.218191985898573","1.16143623500657","0.863556773875252","1.09273725116248","1.25028307224738","3.27740586563178","3.16402377234253","0.148090296497656"
"21","2025","2025","GH","Pmu","cul","B","CON","20","1","3","0.831200266381386","2.55687160488723","1.34662914441648","-0.0604212347236792","1.28934326544493","0.201823003735579","0.201823003735579","1.165200709018","0.850944484625633","1.11488362421548","1.28717595546147","3.25513228367041","3.1316143912466","0.190225654818944"
"22","2025","2025","GH","Pmu","cul","B","UV","13","1","1","0.77515888706071","2.45732744448475","1.28079490038853",NA,"1.27872883476313","-0.247340070352485","0.233011251971692","1.1796151274242","0.862948718622256","1.15258219803723","1.3521100655018","3.23631145693121","3.06310258892892","0.264352832331695"
"23","2025","2025","GH","Pmu","cul","B","UV","13","1","2","0.799370522846609","2.45137878475942","1.27072624089615","-0.157370776858733","1.25753249467371","-0.256909417901028","0.222864339745754","1.15490140386437","0.855756993313338","1.1340641567704","1.3220618055284","3.29405251066174","3.1069878344324","0.260591175879969"
"24","2025","2025","GH","Pmu","cul","B","UV","13","1","3","0.781478552839689","2.46184487626394","1.28042371290436","-0.141430938816676","1.27671412150089","0.245815185443066","0.245815185443066","1.16007363346666","0.852023557528061","1.12259775488029","1.31411774257019","3.30393274391477","3.13621427052686","0.235775524526421"
"25","2025","2025","GH","Pmu","cul","B","UV","14","1","1","0.818617672225498","2.56209017082837","1.34903779013469","-0.125846959208957","1.26683710660085","-0.287011643271934","0.212506732475958","1.19170322761083","0.851776684180862","1.17045656752321","1.34599070405118","3.11884865714183","2.99235607731042","0.31552232407749"
"26","2025","2025","GH","Pmu","cul","B","UV","14","1","2","0.882178901149498","2.56976450928154","1.34975541724466","-0.0298775550393033","1.37864557282011","-0.12906861594062","0.249404500031215","1.17636614116422","0.864875229102405","1.08430854227856","1.25034228029431","3.15696017121645","3.07697351892716","0.148201084260027"
"27","2025","2025","GH","Pmu","cul","B","UV","14","1","3","0.803942851227892","2.65108773549162","1.39695076560684","-0.0340317070367413","1.25350507358608","0.19757752495723","0.19757752495723","1.17140842013264","0.84313554985899","1.11329161832546","1.28364697262675","3.23268747359638","3.09520739417431","0.234851683746844"
"28","2025","2025","GH","Pmu","cul","B","UV","15","1","1","0.960914183767222","2.18324372463736","1.06158844406636","-0.0588759986240016","1.36186992290136","-0.0588950156002195","0.162374930507456","0.98064355959818","0.768613339300663","0.852399078790383","0.992387750989277","3.71924436108319","3.48757612657099","-0.165661321868887"
